sent_index,title,para_idx,source_sentence
181,University_of_Chicago,1,"L’université compte actuellement environ 5,000 étudiants et environ 15,000 étudiants."
182,Yuan_dynasty,1,"La dynastie des Yuan (chinois: 元朝; pinyin: Yuán Cháo), officiellement le Grand Yuan, était l'empire ou la dynastie régnante de Chine établie par Kublai Khan, chef du clan mongol Borjigin."
183,Yuan_dynasty,1,"Bien que les Mongols aient régné pendant des décennies sur des territoires comprenant le nord de la Chine, ce n’est qu’en 1271 que Kublai Khan a officiellement proclamé la dynastie dans le style chinois traditionnel."
184,Yuan_dynasty,1,"Son royaume était alors isolé des autres khanats et contrôlait la majeure partie de la Chine actuelle et de ses régions avoisinantes, y compris la Mongolie moderne et la Corée."
185,Yuan_dynasty,1,"Ce fut la première dynastie étrangère à gouverner toute la Chine et dura jusqu'en 1368, après quoi ses dirigeants Genghisid retournèrent dans leur patrie mongole et continuèrent à gouverner la dynastie des Yuan du Nord."
186,Yuan_dynasty,1,"Certains des empereurs mongols du Yuan ont maîtrisé la langue chinoise, tandis que d’autres n’utilisaient que leur langue maternelle (c.-à-d.Mongol) et le script 'Phags-pa."
187,Kenya,1,"Le Kenya, officiellement la République du Kenya, est un pays d'Afrique, et un membre fondateur de la Communauté de l'Afrique de l'Est (EAC)."
188,Kenya,1,Sa capitale et la plus grande ville est Nairobi.
189,Kenya,1,Le territoire du Kenya est situé sur l'équateur et recouvre le rift est-africain couvrant un terrain diversifié et étendu qui s'étend approximativement du lac Victoria au lac Turkana (anciennement appelé lac Rudolf) et plus au sud-est de l'océan Indien.
190,Kenya,1,"Il est bordé par la Tanzanie au sud, l'Ouganda à l'ouest, le sud du Soudan au nord-ouest, l'Ethiopie au nord et la Somalie au nord-est."
191,Kenya,1,"Le Kenya couvre 581,309 km2 (224,445 milles carrés) et comptait environ 45 millions d’habitants en juillet 2014."
192,Intergovernmental_Panel_on_Climate_Change,1,Le Groupe d'experts intergouvernemental sur l'évolution du climat (GIEC) est un organe intergouvernemental scientifique créé sous l'égide des Nations Unies et créé à la demande des gouvernements membres.
193,Intergovernmental_Panel_on_Climate_Change,1,"Il a été créé en 1988 par deux organismes des Nations Unies, l’Organisation météorologique mondiale (OMM) et le Programme des Nations Unies pour l’environnement (PNUE), puis approuvé par l’Assemblée générale des Nations Unies par la résolution 43/53."
194,Intergovernmental_Panel_on_Climate_Change,1,L'adhésion au GIEC est ouverte à tous les membres de l'OMM et du PNUE.
195,Intergovernmental_Panel_on_Climate_Change,1,"Le GIEC produit des rapports qui prennent en charge la Convention-cadre des Nations Unies sur changements climatiques (CCNUCC), qui est le principal traité international sur les changements climatiques."
196,Intergovernmental_Panel_on_Climate_Change,1,L’objectif ultime de la CCNUCC est de « stabiliser les concentrations de gaz à effet de serre dans l’atmosphère à un niveau qui empêcherait une dangereuse anthropiques perturbation du système climatique. » .
197,Intergovernmental_Panel_on_Climate_Change,1,"Rapports du GIEC couvrent « les scientifiques, techniques et socioéconomiques informations pertinentes pour comprendre les fondements scientifiques des risques du changement climatique d’origine humaine, ses éventuels impacts et solutions d’adaptation et d’atténuation. » ."
198,Chloroplast,1,"Rôle principal des chloroplastes est d’effectuer la photosynthèse, où la chlorophylle de pigments photosynthétiques capte l’énergie des rayons du soleil et le convertit et le stocke dans les molécules de stockage d’énergie ATP et le NADPH tout en libérant de l’oxygène de l’eau."
199,Chloroplast,1,Ils utilisent alors l’ATP et le NADPH pour faire des molécules organiques de dioxyde de carbone dans un processus connu comme le cycle de Calvin.
200,Chloroplast,1,"Chloroplastes effectuent un certain nombre d’autres fonctions, y compris la synthèse des acides gras, beaucoup d’acides aminés de synthèse et la réponse immunitaire chez les plantes."
201,Chloroplast,1,Le nombre de chloroplastes par cellule varie de 1 chez les algues jusqu'à 100 chez les plantes comme le blé et Arabidopsis.
202,Prime_number,1,Un nombre premier (ou un nombre premier) est un entier naturel supérieur à 1 qui n’a aucune diviseurs positifs autres que 1 et lui-même.
203,Prime_number,1,"Un entier naturel supérieur à 1, ce qui n’est pas un nombre premier est appelé un nombre composé."
204,Prime_number,1,"Par exemple, 5 est nombre premier car 1 et 5 sont ses facteurs de nombre entier uniquement positif, alors que 6 est composite, parce qu’il a les diviseurs 2 et 3 en plus 1 et 6."
205,Prime_number,1,Le théorème fondamental de l'arithmétique établit le rôle central des nombres premiers dans la théorie des nombres.
206,Prime_number,1,Tout nombre entier supérieur à 1 peut être exprimé comme un produit de nombres premiers unique jusqu'à la commande.
207,Prime_number,1,L'unicité dans ce théorème nécessite d'exclure 1 comme premier car on peut inclure arbitrairement de nombreuses instances de 1 dans toute factorisation.
208,Prime_number,1,"Par exemple 3, 1 · 3, 1 · 1 · 3, sont toutes des factorisations valides de 3."
209,Rhine,1,"Le Rhin est une rivière européenne qui commence dans le canton suisse des Grisons, dans le sud-est des Alpes suisses. , Puis la frontière franco-allemande puis suisse-allemande, traverse la Rhénanie et se jette dans la mer du Nord aux Pays-Bas."
210,Rhine,1,"Puis la frontière franco-allemande puis suisse-allemande, traverse la Rhénanie et se jette dans la mer du Nord aux Pays-Bas."
211,Rhine,1,"La plus grande ville sur le Rhin est Cologne, en Allemagne, avec une population de plus de 1,050,000 habitants."
212,Rhine,1,"C'est le deuxième plus long fleuve d'Europe centrale et occidentale (après le Danube), à ​​environ 1,230 kilomètres."
213,Scottish_Parliament,1,"Après un référendum en 1997, au cours duquel les électeurs écossais ont voté pour la déconcentration, le Parlement actuel a été convoqué par le Scotland Act 1998, qui définit ses pouvoirs en tant que législature décentralisée."
214,Scottish_Parliament,1,La loi définit la compétence législative du Parlement - les domaines dans lesquels il peut légiférer - en spécifiant explicitement des pouvoirs « réservés » au Parlement du Royaume-Uni.
215,Scottish_Parliament,1,Le Parlement écossais a le pouvoir de légiférer dans tous les domaines qui ne sont pas explicitement réservés à Westminster.
216,Scottish_Parliament,1,Le Parlement britannique conserve la possibilité de modifier le mandat du Parlement écossais et peut étendre ou réduire les domaines dans lesquels il peut légiférer.
217,Scottish_Parliament,1,La première réunion du nouveau Parlement a eu lieu le 12 mai 1999.
218,Islamism,1,"L'islamisme, également connu sous le nom d'islam politique, est un mouvement de renaissance islamique souvent caractérisé par le conservatisme moral, le littéralisme et la tentative « d'appliquer les valeurs islamiques dans tous les domaines »."
219,Islamism,1,L'islamisme favorise la réorganisation du gouvernement et de la société conformément à la charia.
220,Islamism,1,Les différents mouvements islamistes ont été décrits comme « oscillant entre deux pôles ».
221,Islamism,1,à une extrémité se trouve une stratégie d’islamisation de la société à travers le pouvoir étatique saisi par la révolution ou l’invasion.
222,Islamism,1,"Aux autres pôles « réformistes », les islamistes travaillent à l'islamisation progressive de la société  « du bas vers le haut »."
223,Islamism,1,"Les mouvements ont « sans doute modifié le Moyen-Orient plus que toute autre tendance depuis que les Etats modernes ont accédé à l'indépendance », redéfinissant « la politique et même les frontières » selon un journaliste (Robin Wright)."
224,Imperialism,1,L'impérialisme est un type de plaidoyer de l'empire.
225,Imperialism,1,"Son nom provient du mot latin « imperium », qui signifie régner sur de grands territoires."
226,Imperialism,1,"L'impérialisme est « une politique consistant à étendre le pouvoir et l'influence d'un pays par la colonisation, l'utilisation de la force militaire ou d'autres moyens »."
227,Imperialism,1,L'impérialisme a grandement façonné le monde contemporain.
228,Imperialism,1,Cela a également permis la diffusion rapide des technologies et des idées.
229,Imperialism,1,"Le terme impérialisme a été appliqué à la domination politique et économique occidentale (et japonaise), en particulier en Asie et en Afrique aux XIXe et XXe siècles."
230,Imperialism,1,Sa signification précise continue d’être débattue par les érudits.
231,Imperialism,1,"Certains auteurs, tels qu'Edward Said, utilisent le terme plus largement pour décrire tout système de domination et de subordination organisé avec un centre impérial et une périphérie."
232,United_Methodist_Church,1,L'église méthodiste unie (UMC) est une dénomination méthodiste protestante principale.
233,United_Methodist_Church,1,"Au 19ème siècle, son principal prédécesseur était un chef de file de l’évangélisme."
234,United_Methodist_Church,1,"Fondé en 1968 par l'union de la Methodist Church (États-Unis) et de la Evangelical United Brethren Church, l'UMC tire ses origines du mouvement de renaissance de John et Charles Wesley en Angleterre et du Grand Réveil aux États-Unis."
235,United_Methodist_Church,1,"En tant que tel, l'orientation théologique de l'église est résolument wesleyenne."
236,United_Methodist_Church,1,Il comprend des éléments à la fois liturgiques et évangéliques.
237,French_and_Indian_War,1,La guerre française et indienne (1754 - 1763) fut le théâtre nord-américain de la guerre mondiale de sept ans.
238,French_and_Indian_War,1,"La guerre a été menée entre les colonies de l’Amérique britannique et de la Nouvelle-France, les deux camps étant soutenus par des unités militaires de leurs pays d’origine, la Grande-Bretagne et la France, ainsi que par des alliés amérindiens."
239,French_and_Indian_War,1,"Au début de la guerre, les colonies françaises d’Amérique du Nord comptaient environ 60,000 habitants européen, contre 2 millions dans les colonies britanniques d’Amérique du Nord."
240,French_and_Indian_War,1,Les Français en infériorité numérique dépendaient surtout des Indiens.
241,French_and_Indian_War,1,"Longtemps en conflit, les nations métropolitaines se sont déclarées guerre en 1756, faisant de la guerre une affaire régionale à un conflit intercontinental."
242,Force,1,"Les philosophes de l'Antiquité utilisaient le concept de force dans l'étude des objets fixes et mobiles et des machines simples, mais des penseurs tels qu'Aristote et Archimède conservaient des erreurs fondamentales dans la compréhension de la force."
243,Force,1,"Cela était dû en partie à une compréhension incomplète de la force de frottement parfois non évidente et, par conséquent, à une vision insuffisante de la nature du mouvement naturel."
244,Force,1,"Une erreur fondamentale était la conviction qu'une force est nécessaire pour maintenir le mouvement, même à vitesse constante."
245,Force,1,La plupart des incompréhensions précédentes concernant le mouvement et la force ont finalement été corrigées par Galileo Galilei et Sir Isaac Newton.
246,Force,1,"Avec sa perspicacité mathématique, Sir Isaac Newton a formulé des lois du mouvement qui n’ont pas été améliorées pendant près de trois cents ans."
247,Force,1,"Au début du 20ème siècle, Einstein développa une théorie de la relativité qui prédit correctement l'action des forces sur les objets avec des moments croissants près de la vitesse de la lumière, et fournit également un aperçu des forces produites par la gravitation et l'inertie."
