question_id,title,paragraph_id,question,ans_1,ans_2,ans_3,question_id_unique,
163,Black_Death,1,D'où vient la mort noire?,les plaines arides de l'Asie Centrale,l'Asie Centrale,les plaines arides de l'Asie,57264684708984140094c123,
164,Black_Death,1,Comment la mort noire a-t-elle atteint la Méditerranée et l'Europe?,navires marchands.,navires marchands,Route de Soie,57264684708984140094c124,
165,Black_Death,1,Quelle proportion de la population européenne la mort noire a-t-elle tuée?,30 à 60% de la population totale de l'Europe,30 à 60% de la population totale de l'Europe,30 à 60%,57264684708984140094c125,
166,Black_Death,1,Quand la population mondiale s'est-elle enfin remise de la mort noire?,au 17ème siècle,17ème siècle,17ème siècle,57264684708984140094c126,
167,Black_Death,1,Pendant combien de temps la peste est-elle restée dans les parages?,jusqu'au 19ème siècle,jusqu'au 19ème siècle,19ème siècle,57264684708984140094c127,
168,Geology,1,Une roche ignée est une roche qui se cristallise à partir de quoi?,magma ou lave,fonte,roche cristallise de la fonte (magma ou lave),572657d9dd62a815002e8230,
169,Geology,1,La roche sédimentaire peut être transformée en lequel des trois types de roches?,roche métamorphique,métamorphique,roche métamorphique,572657d9dd62a815002e8231,
170,Geology,1,"Quand les trois types de roches sont refondues, qu'est-ce qui se forme?",magma,ignees,nouveau magma,572657d9dd62a815002e8232,
171,Geology,1,Quels sont les trois principaux types de roches?,"ignees, sedimantires, matamorphiques","ignees, sedimantires, matamorphiques","ignees, sedimantires, matamorphiques",572657d9dd62a815002e8233,
172,Geology,1,Qu'est-ce qui modifie la teneur en minéraux d'une roche?,chaleur et de la pression,de la chaleur et de la pression,de la chaleur et de la pression,572657d9dd62a815002e8234,
173,Newcastle_upon_Tyne,1,Newcastle est à combien de kilomètres au sud d'Edimbourg?,103 mi,103 mi,103 mi,5726642f5951b619008f7157,
174,Newcastle_upon_Tyne,1,A combien de kilomètres de la mer du Nord se trouve Newcastle?,"8,5 miles","8,5 miles","8,5"
175,Newcastle_upon_Tyne,1,De quel réseau Newcastle est-il membre?,villes européennes,européennes,de groupe anglais des Core Cities,5726642f5951b619008f7159,
176,Newcastle_upon_Tyne,1,De quel comté Newcastle faisait partie jusqu'en 1400?,Northumberland,Northumberland,du comté de Northumberland,5726642f5951b619008f715a,
177,Newcastle_upon_Tyne,1,Quel est le surnom régional de Newcastle et de ses environs?,Geordie,Geordie,Geordie,5726642f5951b619008f715b,
178,Victoria_and_Albert_Museum,1,Où se trouve le Victoria and Albert Museum?,Londres,district Brompton,district Brompton de la Municipalité Royale de Kensington et de Chelsea,5726710b708984140094c61d,
179,Victoria_and_Albert_Museum,1,Combien d'objets permanents s'y trouvent?,"plus de 4,5 millions d'objets","plus de 4,5 millions d'objets","4,5 millions",5726710b708984140094c61e,
180,Victoria_and_Albert_Museum,1,Quand le musée Victoria et Albert a-t-il été fondé?,Il a été fondé en 1852,1852,1852,5726710b708984140094c61f,
181,Victoria_and_Albert_Museum,1,De qui le musée porte-t-il le nom?,appelé comme la Reine Victoria et le Prince Albert,Reine Victoria et le Prince Albert,la Reine Victoria et le Prince Albert,5726710b708984140094c620,
182,Victoria_and_Albert_Museum,1,Dans quel arrondissement de Londres se trouve le Victoria and Albert Museum?,Royale de Kensington et de Chelsea,district Brompton de la Municipalité Royale de Kensington et de Chelsea,district Brompton,572680ac708984140094c83d,
183,Victoria_and_Albert_Museum,1,En quelle année le Victoria and Albert Museum a-t-il été fondé?,1852,1852,1852,572680ac708984140094c83e,
184,Victoria_and_Albert_Museum,1,De quels monarques le Victoria and Albert Museum porte-t-il le nom?,la Reine Victoria et le Prince Albert,la Reine Victoria et le Prince Albert,la Reine Victoria et le Prince Albert,572680ac708984140094c83f,
185,Victoria_and_Albert_Museum,1,Quel ministère parraine le Victoria and Albert Museum?,"Département pour la Culture, les Mass-média et le Sport","Département pour la Culture, les Mass-média et le Sport","le Département pour la Culture, les Mass-média et le Sport",572680ac708984140094c840,
186,Victoria_and_Albert_Museum,1,En quelle année le musée a-t-il commencé à percevoir des droits d'entrée gratuits?,2001,2001,2001,572680ac708984140094c841,
187,American_Broadcasting_Company,1,Quelle entreprise possède l'American Broadcasting Company?,le Groupe de Télévision d'alphabet de Disney-ABC,Groupe de Télévision d'alphabet de Disney-ABC,Groupe de Télévision d'alphabet de Disney-ABC,57267b755951b619008f7433,
188,American_Broadcasting_Company,1,En quelle année ABC a-t-il stylisé son logo en tant qu'abc?,1957,1957,1957,57267b755951b619008f7434,
189,American_Broadcasting_Company,1,Dans quel arrondissement de New York la société l'Organisme de radiodiffusion américain a-t-elle son siège social?,Manhattan,Manhattan,Manhattan,57267b755951b619008f7435,
190,American_Broadcasting_Company,1,Sur quelles rues se trouve le siège social d'ABC?,Colombus Avenue et West 66th Street,Colombus Avenue et West 66th Street,Colombus Avenue et West 66th Street,57267b755951b619008f7436,
191,American_Broadcasting_Company,1,Disney-ABC Television Group est une filiale de quelle division de la Walt Disney Company?,Réseaux de Mass-média de Disney,Réseaux de Mass-média de Disney,Réseaux de Mass-média de Disney,57267b755951b619008f7437,
192,Genghis_Khan,1,Comment appelle-t-on l'empire que Genghis Khan a fondé?,l'empire mongol,empire mongol,empire mongol,57269e8a5951b619008f77f5,
193,Genghis_Khan,1,Qui Genghis Khan a-t-il uni avant de commencer à conquérir le reste de l'Eurasie?,nombreuses tribus nomadiques du nord est de l'Asie,nomadiques du nord est de l'Asie,nomadiques du nord est de l'Asie,57269e8a5951b619008f77f6,
194,Genghis_Khan,1,Dans quelles régions en particulier les armées de Genghis Khan ont-elles massacré des civils?,terres contrôlées du Khwarezmian et Xia,terres contrôlées du Khwarezmian et Xia,"Qara Khitai, du Caucase, de l'empire Khwarezmid, des dynasties occidentales Via et Jin",57269e8a5951b619008f77f7,
195,Genghis_Khan,1,Quels domaines Genghis Khan contrôlait à la fin de sa vie?,une portion considérable de l'Asie Centrale et de la Chine,portion considérable de l'Asie Centrale et de la Chine,une portion considérable de l'Asie Centrale et de la Chine,57269e8a5951b619008f77f8,
196,Genghis_Khan,1,Quels autres empires ou dynasties Genghis Khan a-t-il conquis?,"Qara Khitai, du Caucase, de l'empire Khwarezmid, des dynasties occidentales Via et Jin","Qara Khitai, du Caucase, de l'empire Khwarezmid, des dynasties occidentales Via et Jin",terres contrôlées du Khwarezmian et Xia,57269e8a5951b619008f77f9,
197,Pharmacy,1,De quel mot le mot pharmacie est-il tiré?,racine pharm,pharm,pharm,5726d8bd708984140094d35b,
198,Pharmacy,1,Quelles marchandises ont été vendues dans une pharmacie?,"ingrédients pour les médicaments, tabac et médicaments brevetés","ingrédients pour les médicaments, tabac et médicaments brevetés","ingrédients pour les médicaments, tabac et médicaments brevetés",5726d8bd708984140094d35c,
199,Pharmacy,1,Qu'est-ce que la racine grecque pharmakos impliquait?,sorcellerie voire même poison,sorcellerie voire même poison,sorcellerie,5726d8bd708984140094d35d,
200,Pharmacy,1,Comment le mot apothicaire serait perçu par les anglophones contemporains?,démodé ou seulement approproriate si les remèdes faits avec des herbes étaient en vente dans une large mesure,démodé,démodé,5726d8bd708984140094d35e,
201,Pharmacy,1,Qu'est-ce qui a été utilisé par les pharmacies?,beaucoup d'autres herbes non énumérées,beaucoup d'autres herbes non énumérées,d'autres herbes non énumérées,5726d8bd708984140094d35f,
202,Immune_system,1,Qu'est-ce que le système immunitaire?,un système de beaucoup de structures biologiques et de processus dans un organisme qui protège contre la maladie,système de beaucoup de structures biologiques et de processus dans un organisme qui protège contre la maladie,un système de beaucoup de structures biologiques et de processus dans un organisme qui protège contre la maladie,5726e65e708984140094d53d,
203,Immune_system,1,Contre quoi le système immunitaire protège?,"une large variété d'agents, connus comme pathogens, des virus aux vers parasites",maladie,maladie,5726e65e708984140094d53e,
204,Immune_system,1,Quels sont deux de ses sous-systèmes?,le système immun peut être classifié dans les sous-systèmes,"le système immun inné contre le système immun adaptable, ou l'immunité humoral contre l'immunité arbitrée",l'immunité humoral contre l'immunité arbitrée de cellule,5726e65e708984140094d53f,
205,Immune_system,1,Quel est le sous-système qui protège le cerveau humain?,système neuroimmune,système neuroimmune,système neuroimmune,5726e65e708984140094d540,
206,Immune_system,1,Qu'est-ce que le système immunitaire ?,structures biologiques et de processus dans un organisme,système de beaucoup de structures biologiques et de processus dans un organisme,un système de beaucoup de structures biologiques et de processus dans un organisme,5726eb76f1498d1400e8efda,
207,Immune_system,1,Contre quoi le système immunitaire protège?,"pathogens, des virus aux vers parasites",maladie,maladie,5726eb76f1498d1400e8efdb,
208,Immune_system,1,Quels sont deux de ses sous-systèmes?,système immun inné contre le système immun adaptable,système immun inné contre le système immun adaptable,"le système immun inné contre le système immun adaptable, ou l'immunité humoral contre l'immunité arbitrée",5726eb76f1498d1400e8efdc,
209,Immune_system,1,Le système immunitaire protège les organismes contre quoi?,maladie,maladie,maladie,5728eff82ca10214002daadc,
210,Immune_system,1,Quels sont les agents que le système immunitaire détecte?,pathogens,"pathogens, des virus aux vers parasites",pathogens,5728eff82ca10214002daadd,
211,Immune_system,1,Quelle partie du système immunitaire protège le cerveau?,système neuroimmune,neuroimmune,neuroimmune,5728eff82ca10214002daade,
212,Immune_system,1,Qu'est-ce qui sépare le système neuroimmunitaire et le système immunitaire périphérique chez l'homme?,barrière de liquide de sang-cerebrospinal,la barrière de liquide de sang-cerebrospinal et les barrières du-cerveau-liquides semblables,la barrière de liquide de sang-cerebrospinal et les barrières du-cerveau-liquides semblables,5728eff82ca10214002daadf,
213,Immune_system,1,Comment s'appellent les agents détectés par le système immunitaire?,"pathogens, des virus aux vers parasites",pathogens,pathogens,572a14af3f37b319004786c1,
214,Immune_system,1,Quels sont les deux principaux sous-systèmes du système immunitaire?,système immun inné contre le système immun adaptable,système immun inné contre le système immun adaptable,"le système immun inné contre le système immun adaptable, ou l'immunité humoral contre l'immunité arbitrée",572a14af3f37b319004786c3,
215,Immune_system,1,Quels sont les deux types d'immunité différents?,l'immunité humoral contre l'immunité arbitrée de cellule,l'immunité humoral contre l'immunité arbitrée de cellule,l'immunité humoral contre l'immunité arbitrée de cellule,572a14af3f37b319004786c2,
216,Immune_system,1,Quel est le système immunitaire du cerveau connu sous le nom de?,système neuroimmune,neuroimmune,neuroimmune,572a14af3f37b319004786c4,
217,Civil_disobedience,1,Comment s'appelait le la société se rebellent contre les lois qu'ils orsque les membres jugent injustes?,La désobéissance civile,La désobéissance civile,désobéissance civile,57271c235951b619008f860b,
218,Civil_disobedience,1,Quel est un exemple de désobéissance civile majeure en Afrique du Sud?,l'apartheid,lutte contre l'apartheid,la lutte contre l'apartheid,57271c235951b619008f860c,
219,Civil_disobedience,1,Comment s'appelait le mouvement qui a apporté l'indépendance des pays baltes par rapport à l'Union soviétique?,Révolution Chantante,Révolution Chantante,Révolution Chantante,57271c235951b619008f860d,
220,Civil_disobedience,1,"En 2004, la révolution orange a eu lieu dans quel pays?",Ukraine,Ukraine,Ukraine,57271c235951b619008f860e,
221,Civil_disobedience,1,Où s'est déroulée la révolution des roses en 2003?,Géorgie,Géorgie,Géorgie,57271c235951b619008f860f,
222,Civil_disobedience,1,Quelles sont les personnes qui ont présenté l'un des premiers exemples de désobéissance civile?,Égyptiens,Égyptiens,Égyptiens,5728d4c03acd2414000dff9f,
223,Civil_disobedience,1,Qui a été l'un des premiers exemples de désobéissance civile contre?,britannique,britannique,Égyptiens contre l'occupation britannique dans la Révolution 1919,5728d4c03acd2414000dffa0,
224,Civil_disobedience,1,Pourquoi les gens choisissent-ils la désobéissance civile pour protester?,résistance nonviolents,lois injustes,mouvements de résistance nonviolents,5728d4c03acd2414000dffa1,
225,Civil_disobedience,1,Contre quoi la désobéissance civile proteste-t-elle?,lois injustes,lois injustes,lois injustes.,5728d4c03acd2414000dffa2,
226,Civil_disobedience,1,Quel mouvement des droits civiques aux États-Unis était connu pour sa désobéissance?,Mouvement pour les droits civils américain,Mouvement pour les droits civils américain,Mouvement pour les droits civils américain,5728d4c03acd2414000dffa3,
227,Construction,1,Quel est le processus de construction d'un bâtiment ou d'une infrastructure?,La construction,construction,construction,57273a465951b619008f86ff,
228,Construction,1,Qu'est-ce qui implique généralement la production en série d'articles similaires sans acheteur désigné?,fabriquer,fabriquer,fabriquer,57273a465951b619008f8700,
229,Construction,1,De quel percentile du produit intérieur brut la construction est-elle constituée?,six à neuf pour cent,six à neuf pour cent,six à neuf pour cent,57273a465951b619008f8701,
230,Construction,1,Quelles sont les trois choses nécessaires pour que la construction ait lieu?,"planification, le design et le financement","planification, le design et le financement","planification, le design et le financement",57273a465951b619008f8702,
231,Construction,1,La construction se fait sur place pour qui?,un client connu,client,client connu,57273a465951b619008f8703,
232,Private_school,1,"Outre les écoles non gouvernementales et non étatiques, quel est un autre nom pour les écoles privées?",indépendantes,écoles indépendantes,écoles indépendantes,572746addd62a815002e9a5e,
233,Private_school,1,"Avec le sport et l'art, qu'est-ce qu'une bourse de talent?",bourse d'études,bourse d'études,bourse d'études,572746addd62a815002e9a5f,
234,Private_school,1,"Plutôt que de taxation, qu'est-ce qui finance en grande partie les écoles privées?",frais de scolarité,frais de scolarité,frais de scolarité,572746addd62a815002e9a60,
235,Private_school,1,De quel droit les écoles privées ont-elles que les écoles publiques n'ont pas?,de choisir leurs étudiants,choisir leurs étudiants,choisir leurs étudiants,572746addd62a815002e9a61,
236,Harvard_University,1,Quel individu est l'école nommée d'après ?,John Harvard,John Harvard,John Harvard,5727aa413acd2414000de921,
237,Harvard_University,1,Quand le programme de licence est-il devenu mixte ?,1977,1977,1977,5727aa413acd2414000de922,
238,Harvard_University,1,Quel était le nom du leader pendant la Grande Dépression et la Seconde Guerre mondiale ?,James Bryant Conant,James Bryant Conant,James Bryant Conant,5727aa413acd2414000de923,
239,Harvard_University,1,Quelle organisation Harvard a trouvé en 1900 ?,l'Association of American Universities,Association of American Universities,l'Association of American Universities,5727aa413acd2414000de924,
240,Harvard_University,1,Quel président de l'université l'a transformée en une université de recherche moderne ?,Charles W. Eliot,Charles W. Eliot,Charles W. Eliot,5727aa413acd2414000de925,
241,"Jacksonville,_Florida",1,Quelle ville de Floride est la plus peuplée ?,Jacksonville,Jacksonville,Jacksonville,5727c94bff5b5019007d954a,
242,"Jacksonville,_Florida",1,Quelle était la population de la ville de Jacksonville en 2010 ?,"1,345,596","1,345,596","1,345,596",5727c94bff5b5019007d954b,
243,"Jacksonville,_Florida",1,"En se basant seulement sur la population, quel est le classement de Jacksonville aux États-Unis ?",12e,12e,12,5727c94bff5b5019007d954c,
244,"Jacksonville,_Florida",1,Dans quel comté se trouve Jacksonville ?,Duval,comté de Duval,comté de Duval,5727c94bff5b5019007d954d,
245,"Jacksonville,_Florida",1,En quelle année la consolidation a amené Jacksonville à devenir une partie du comté de Duval ?,1968,1968,1968,5727c94bff5b5019007d954e,
246,Economic_inequality,1,Quel est le pourcentage des actifs globaux dont dispose le 1% des personnes les plus riches ?,40%,40%,40%,5727e6cbff5b5019007d97ee,
247,Economic_inequality,1,"Selon Oxfam, les 85 personnes les plus riches ont une richesse équivalente à combien de personnes moyennes ?",environ 3.5 milliards,3.5 milliards de personnes,3.5 milliards de personnes,5727e6cbff5b5019007d97ef,
248,Economic_inequality,1,"Pour être considéré dans le top des percentiles, une personne devrait amasser combien d'argent chaque année ?","759,900 dollars","759,900 dollars","759,900 dollars",5727e6cbff5b5019007d97f0,
249,Economic_inequality,1,Qu'est-ce qui a provoqué la mise en question des conclusions d'Oxfam ?,la méthodologie utilisée,base de la méthodologie utilisée, « argument stupide » et un « non-problème . . . une diversion. »,5727e6cbff5b5019007d97f1,
250,Economic_inequality,1,Pourquoi Oxfam et le Credit Suisse pensent-ils que leurs résultats sont mis en doute ?,une diversion,la base de la méthodologie utilisée,y a plus de pauvres aux États-Unis et en Europe occidentale que Chine,5727e6cbff5b5019007d97f2,
251,Economic_inequality,1,Quel pourcentage de l'actif global en 2000 appartenait à seulement 1 % des adultes ?,40%,40%,40%,5729d36b1d04691400779607,
252,Economic_inequality,1,Qu'est-ce que les trois peuples les plus riches du monde possèdent de plus que les 48 nations les plus basses réunies ?,ressources financières,ressources financières,ont plus de ressources financières ont remporté la compétition Lost 48 Nations.,5729d36b1d04691400779608,
253,Economic_inequality,1,"Quelle a été la fortune combinée des ""10 millions de millionnaires"" en 2008 ?",41 milliards,41 milliards de dollars,"""Les millionnaires de 10 millions de dollars"" tombe à l'eau pour 41 milliards de dollars en 2008",5729d36b1d04691400779609,
254,Economic_inequality,1,Quelle part de la richesse globale les 1 % les plus riches devront-ils posséder en 2016 ?,moitié,plus de la moitié,détiendraient plus de la moitié de la richesse mondiale d'ici 2016,5729d36b1d0469140077960a,
255,Economic_inequality,1,Pourquoi y a-t-il plus de pauvres aux États-Unis et en Europe qu'en Chine ?,plus grande tendance à s'endetter,plus grande tendance à s'endetter,plus grande tendance à s'endetter,5729d36b1d0469140077960b,
256,Doctor_Who,1,Qui est le producteur de Doctor Who ?,BBC,BBC,BBC,5727efabff5b5019007d98e2,
257,Doctor_Who,1,En quelle année Doctor Who est-il apparu pour la première fois à la TV ?,1963,1963,1963,5727efabff5b5019007d98e3,
258,Doctor_Who,1,Comment s'appelle le vaisseau spatial de Doctor Who ?,TARDIS,TARDIS,TARDIS,5727efabff5b5019007d98e4,
259,Doctor_Who,1,A quoi ressemble l'extérieur du Tardis ?,une boîte de police britannique bleue,une boîte de police britannique bleue,boîte de police britannique bleue,5727efabff5b5019007d98e5,
260,Doctor_Who,1,Quel genre d'émission de télévision est Doctor Who ?,science-fiction,science-fiction,science-fiction,5727efabff5b5019007d98e6,
261,University_of_Chicago,1,Quel genre d'université est l'Université de Chicago ?,une université de recherche privée,recherche privée,université de recherche privée,57283c464b864d19001647c8,
262,University_of_Chicago,1,Quand l'Université de Chicago a-t-elle été établie ?,1890,1890,1890,57283c464b864d19001647c9,
263,University_of_Chicago,1,Combien d'écoles professionnelles l'Université de Chicago compte-t-elle ?,sept,sept,sept,57283c464b864d19001647ca,
264,University_of_Chicago,1,Combien de divisions de recherche académique l'Université de Chicago possède-t-elle ?,quatre,quatre,quatre,57283c464b864d19001647cb,
265,University_of_Chicago,1,Combien d'étudiants se sont inscrits à l'Université de Chicago ?,"5,000","environ 15,000","15,000",57283c464b864d19001647cc,
266,Yuan_dynasty,1,"Quel est le nom chinois de la « Yuan dynasty » ?",Yuán Cháo,Yuán Cháo,元朝,57285ed5ff5b5019007da1b6,
267,Yuan_dynasty,1,"Quel est le nom officiel de la « Yuan dynasty » ?",Grand Yuan,le Grand Yuan,le Grand Yuan,57285ed5ff5b5019007da1b7,
268,Yuan_dynasty,1,"Qui a commencé la « Yuan dynasty » ?",Kublai Khan,Kublai Khan,Kublai Khan,57285ed5ff5b5019007da1b8,
269,Yuan_dynasty,1,Qui a mené le clan mongol Borjigin ?,Kublai Khan,Kublai Khan,Kublai Khan,57285ed5ff5b5019007da1b9,
270,Yuan_dynasty,1,"Quand Khan a-t-il officiellement déclaré la « Yuan dynasty » ?",1271,1271,1271,57285ed5ff5b5019007da1ba,
271,Kenya,1,Où se trouve le Kenya ?,d'Afrique,d'Afrique,d'Afrique,5728dab94b864d1900164f96,
272,Kenya,1,De quoi le Kenya est-il membre fondateur ?,la Communauté de l'Afrique de l'Est,EAC,la Communauté de l'Afrique de l'Est (EAC),5728dab94b864d1900164f97,
273,Kenya,1,Quelle est la capitale du Kenya ?,Nairobi,Nairobi,Nairobi,5728dab94b864d1900164f98,
274,Kenya,1,Quel est le pays frontalier du sud du Kenya ?,Tanzanie,Tanzanie,Tanzanie,5728dab94b864d1900164f99,
275,Kenya,1,Quelle était la population du Kenya en 2014 ?,45 millions,45 millions d’habitants,environ 45 millions d’habitants,5728dab94b864d1900164f9a,
276,Intergovernmental_Panel_on_Climate_Change,1,De quelle organisation le GIEC fait partie ?,des Nations Unies,des Nations Unies,des Nations Unies,57293b843f37b31900478133,
277,Intergovernmental_Panel_on_Climate_Change,1,Quelles organisations de l'UN ont créé le GIEC ?,deux organismes des Nations Unies,"deux organismes des Nations Unies,l’Organisation météorologique mondiale (OMM) et le Programme des Nations Unies pour l’environnement (PNUE)",l’Organisation météorologique mondiale (OMM) et le Programme des Nations Unies pour l’environnement (PNUE),57293b843f37b31900478134
278,Intergovernmental_Panel_on_Climate_Change,1,Que veut l'UN pour stabiliser ?,gaz à effet de serre,les concentrations de gaz à effet de serre dans l’atmosphère,stabiliser les concentrations de gaz à effet de serre dans l’atmosphère,57293b843f37b31900478135,
279,Intergovernmental_Panel_on_Climate_Change,1,En quoi consiste le traité de l'UN sur le changement climatique ?,CCNUCC,Convention-cadre des Nations Unies sur changements climatiques (CCNUCC),Convention-cadre des Nations Unies sur changements climatiques (CCNUCC),57293b843f37b31900478136,
280,Intergovernmental_Panel_on_Climate_Change,1,Quelle résolution de l'UN a approuvé le GIEC ?,résolution 43/53,43/53,résolution 43/53,57293b843f37b31900478137,
281,Chloroplast,1,Quel est le rôle principal des chloroplastes ?,photosynthèse,effectuer la photosynthèse,effectuer la photosynthèse,572953013f37b3190047824d,
282,Chloroplast,1,Qu'est-ce que l'ATP conserve ?,énergie,l’énergie,énergie,572953013f37b3190047824e,
283,Chloroplast,1,Que conserve le NADPH ?,énergie,énergie,énergie,572953013f37b3190047824f,
284,Chloroplast,1,Comment s'appelait le processus de transformation du CO2 en molécules organiques ?,le cycle de Calvin,cycle de Calvin,cycle de Calvin,572953013f37b31900478250,
285,Chloroplast,1,Combien de chloroplastes par cellule possèdent les algues ?,1,1,1,572953013f37b31900478251,
286,Prime_number,1,Quel est le seul diviseur autre que 1 qu'un nombre premier peut avoir ?,lui-même,lui-même,lui-même,57296d571d04691400779413,
287,Prime_number,1,Quels sont les nombres supérieurs à 1 qui peuvent être divisés par 3 ou plus de nombres appelés ?,nombre composé.,nombre composé.,nombre composé.,57296d571d04691400779414,
288,Prime_number,1,Quel théorème définit le rôle principal des nombres premiers dans la théorie des nombres ?,Le théorème fondamental de l'arithmétique,fondamental de l'arithmétique,l'arithmétique,57296d571d04691400779415,
289,Prime_number,1,Tout chiffre supérieur à 1 pourra être représenté comme un produit de quoi ?,un produit de nombres premiers,un produit de nombres premiers unique jusqu'à la commande,nombres premiers,57296d571d04691400779416,
290,Prime_number,1,Pourquoi faut-il exclure un afin de préserver le caractère unique du théorème fondamental ?,car on peut inclure arbitrairement de nombreuses instances de 1 dans toute factorisation,on peut inclure arbitrairement de nombreuses instances de 1 dans toute factorisation,on peut inclure arbitrairement de nombreuses instances de 1 dans toute factorisation,57296d571d04691400779417,
291,Rhine,1,Par où commence le Rhine ?,canton suisse,dans le canton suisse des Grisons,canton suisse des Grisons,572f5533a23a5019007fc55b,
292,Rhine,1,Où se vide le Rhine ?,la mer du Nord,la mer du Nord aux Pays-Bas,mer du Nord,572f5533a23a5019007fc55c,
293,Rhine,1,Quelle est la plus grande ville que le Rhine traverse ?,"Cologne, en Allemagne","Cologne, en Allemagne",Cologne,572f5533a23a5019007fc55d,
294,Rhine,1,Quelle rivière est plus large que le Rhine ?,Danube,le Danube,Danube,572f5533a23a5019007fc55e,
295,Rhine,1,Quelle est la longueur du Rhine ?,"1,230 kilomètres","1,230 kilomètres","1,230 kilomètres",572f5533a23a5019007fc55f,
296,Rhine,1,Où est le Rhine ?,européen,Europe centrale et occidentale,Allemagne,572fe1d404bcaa1900d76e37,
297,Rhine,1,Dans quel pays le Rhine se vide ?,Pays-Bas,Allemagne,Pays-Bas,572fe1d404bcaa1900d76e3a,
298,Rhine,1,Combien de kilomètres est le Rhin? ?,"1,230 kilomètres","1,230 kilomètres","1,230",572fe1d404bcaa1900d76e3b,
299,Scottish_Parliament,1,Quand le parlement actuel de l'Écosse a-t-il été convoqué ?,Après un référendum en 1997,1998,1998,572fac17947a6a140053cb54,
300,Scottish_Parliament,1,Quelle loi définit les pouvoirs du Parlement en tant que législature décentralisée ?,Scotland Act 1998,Scotland Act 1998,Scotland Act,572fac17947a6a140053cb55,
301,Scottish_Parliament,1,La compétence législative du Parlement espèce quelles zones ?,dans lesquels il peut légiférer,les domaines dans lesquels il peut légiférer,"pouvoirs « réservés » au Parlement du Royaume-Uni",572fac17947a6a140053cb56,
302,Scottish_Parliament,1,A quel organisme certains pouvoirs sont-ils explicitement spécifiés pour lesquels ils sont réservés ?,Parlement du Royaume-Uni,Parlement du Royaume-Uni,Le Parlement britannique,572fac17947a6a140053cb57,
303,Scottish_Parliament,1,Le Parlement écossais peut légiférer à sa guise tant que les pouvoirs ne sont pas déjà réservés par où ?,Westminster,Westminster,Westminster,572fac17947a6a140053cb58,
304,Islamism,1,Qu'est-ce qu'un mouvement de renaissance islamique ?,L'islamisme,L'islamisme,islamisme,572ff626947a6a140053ce8e,
305,Islamism,1,Quels sont les aspects de la vie dans lesquels l'islamisme cherche à s'intégrer ?,dans tous les domaines,dans tous les domaines,dans tous les domaines,572ff626947a6a140053ce8f,
306,Islamism,1,Quel est le but de l'islamisme quand il s'agit de la société et du gouvernement ?,réorganisation,réorganisation du gouvernement et de la société conformément à la charia,réorganisation,572ff626947a6a140053ce90,
307,Islamism,1,Qu'est-ce que les deux différents mouvements islamistes ont été décrits en oscillant entre les deux ?,pôles,deux pôles,oscillant entre deux pôles,572ff626947a6a140053ce91,
308,Islamism,1,Une stratégie de l'islamisation consiste à s'emparer du pouvoir par quelles méthodes ?,la révolution ou l’invasion,révolution ou l’invasion,révolution,572ff626947a6a140053ce92,
309,Imperialism,1,Le mot impérialisme a ses origines dans quelle langue ancienne ?,latin,latin,latin,573060b48ab72b1400f9c4c6,
310,Imperialism,1,Par quels moyens l'impérialisme étend-il le pouvoir et l'influence d'un pays ?,force militaire,"colonisation, l'utilisation de la force militaire ou d'autres moyens","colonisation, l'utilisation de la force militaire ou d'autres moyens",573060b48ab72b1400f9c4c7,
311,Imperialism,1,"A quel impérialisme de pays de l'Est s'est appliqué ?",japonaise,japonaise,japonaise,573060b48ab72b1400f9c4c9,
312,Imperialism,1,Quel impérialisme s'est répandu ?,technologies et des idées,technologies et des idées,technologies et des idées,573060b48ab72b1400f9c4ca,
313,United_Methodist_Church,1,Que signifie UMC ?,église méthodiste unie,L'église méthodiste unie (UMC),L'église méthodiste unie,5730982f396df919000961e2,
314,United_Methodist_Church,1,"Qu'est-ce que ""United Methodist Church"" ?",méthodiste protestante principale,est une dénomination méthodiste protestante principale,une dénomination méthodiste protestante principale,5730982f396df919000961e3,
315,United_Methodist_Church,1,Quand le UMC a-t-il été fondé ?,1968,1968,1968,5730982f396df919000961e4,
316,United_Methodist_Church,1,Qui a fondé l'UMC ?,l'union de la Methodist Church (États-Unis),John et Charles Wesley en Angleterre,l'union de la Methodist Church (États-Unis) et de la Evangelical United Brethren Church,5730982f396df919000961e5,
317,United_Methodist_Church,1,Quelle est l'orientation théologique de l'église ?,wesleyenne,wesleyenne,wesleyenne,5730982f396df919000961e6,
318,French_and_Indian_War,1,Quand la guerre des Français et des Indiens a eu lieu ?,1754 - 1763,1754 - 1763,1754 - 1763,5733cf61d058e614000b62e9,
319,French_and_Indian_War,1,Qui a combattu dans la guerre de la France et de l'Inde ?,colonies de l’Amérique britannique et de la Nouvelle-France,Amérique britannique et de la Nouvelle-France,l’Amérique britannique et de la Nouvelle-France,5733cf61d058e614000b62ea,
320,French_and_Indian_War,1,Combien y avait-il de personnes dans les colonies françaises de l'Amérique du Nord ?,"environ 60,000 habitants européen","60,000","60,000",5733cf61d058e614000b62eb,
321,French_and_Indian_War,1,Combien de personnes étaient dans les colonies britanniques de l'Amérique du Nord ?,2 millions,2 millions,2 millions,5733cf61d058e614000b62ec,
322,Force,1,Quel concept les philosophes de l'Antiquité utilisaient-ils pour étudier les machines simples ?,force,force,le concept de force,573735e8c3c5551400e51e71,
