sent_index,title,para_idx,source_sentence
198,Chloroplast,1,1細胞あたりの葉緑体の数は、シロイヌナズナおよび小麦のような植物において、藻類中の1から100まで変化する。
199,Prime_number,1,素数 (もしくはprime) は 1より大きい自然数であり、1及びそれ自身以外の正の除数を持たない。
200,Prime_number,1,素数でない1より大きい自然数は合成数と呼ばれる。
201,Prime_number,1,例えば、5は1と5が唯一の正の整数因子であるため素数である一方、6は1と6に加えて2と3の除数を持つため、合成数である。
202,Prime_number,1,算術の基本定理は、数論における素数の中心的役割を確立する。1より大きい任意の整数は素数の積として表すことができる。
203,Prime_number,1,この定理の一意性は、1は任意の因数分解において任意の1を含むことができることで保証されるので、1を素数として除外する必要がある。
204,Prime_number,1,"例えば、3,1・3,1,1・3などは全て3の正当な因数分解である。"
205,Rhine,1,"ライン川 (ドイツ語でRhein、フランス語でle Rhin、オランダ語: Rijn) はヨーロッパの河川であり、スイスアルプス南東部のGraubündenのSwiss cantonで始まり、スイス-オーストリア、スイス-リヒテンシュタイン、スイス-ドイツ, フランス-ドイツの国境を形成し、Rhinelandを流れ、最終的にオランダの北海に流入する。"
206,Rhine,1,"ライン川の流域で最大の都市はドイツのCologneであり、1,050,000人以上の人口を有する。"
207,Rhine,1,"それはドナウ川に次いで中部及び西ヨーロッパで二番目に長い川で、約1,230キロメートル (760マイル) で、平均排出量は2,900立方メートル（100,000 立方フィート）である。"
208,Scottish_Parliament,1,スコットランドの有権者が権限移譲のために投票した1997年の国民投票に従い、現在のスコットランド議会は1998年のスコットランド法により召集され、それは譲渡された立法機関としての権力を与えた。
209,Scottish_Parliament,1,この法律は、英国の議会が保有する権限を明示的に指定することによって、スコットランド議会の立法権限を決めている。
210,Scottish_Parliament,1,スコットランド議会はWestminsterに明示的に留保されていない全ての分野において立法権を有している。
211,Scottish_Parliament,1,英国議会は、スコットランド議会の任期を変更する権限を保持し、法律を制定できる分野を拡大または縮小することができる。
212,Scottish_Parliament,1,新しい議会の最初の会議は 1999年5月12日に開催された。
213,Islamism,1,政治イスラム教として知られているイスラム主義は、道徳的な保守主義、定義通りに解釈すること、そして「生活のあらゆる領域でイスラムの価値を実装する」ための試みによって特徴付けられるイスラム復興運動である。
214,Islamism,1,イスラム主義はShari'aに従い、政府と社会の順序を変える (reordering）ことを好む。
215,Islamism,1,異なるイスラム主義者の動きは、「2つの極の間の振動」として描写されてきた。
216,Islamism,1,イスラム主義の1つの極では革命や侵略によって掌握された国家権力を通じた社会イスラム化戦略がある。
217,Islamism,1,もう一方の「改革派」の極ではイスラム主義者たちが社会を「下から上へ」徐々にイスラム化するために働く。
218,Islamism,1,あるジャーナリスト（Robin Wright）によると、その動きは現代的国家が独立を獲得して以来、いかなる傾向よりも中東をおそらく変え、「政治そして国境さえも」再定義しつつある。
219,Imperialism,1,帝国主義は、帝国の支持主張の一種である。
220,Imperialism,1,その名は、大領土を支配することを意味する、「imperium」というラテン語の単語に由来する。
221,Imperialism,1,帝国主義は、「植民地化、軍事力やそのほかの手段の利用を通じて国の権力と影響力を拡大する政策」である。
222,Imperialism,1,帝国主義は大いに現代世界を形成してきた。
223,Imperialism,1,それは技術やアイディアが急速に広がることも許してきた。
224,Imperialism,1,帝国主義という単語は西洋の（そして日本の）アジアおよびアフリカにおける、19世紀および20世紀の政治的経済的優位性に適用されてきた。
225,Imperialism,1,その正確な意味は学者らによって議論され続けている。
226,Imperialism,1,Edward Saidのような作家たちは、その単語をより広く、帝国とその周辺の支配と従属のあらゆるシステムを描写するために用いている。
227,United_Methodist_Church,1,合同メソジスト教会（UMC）は、主流のプロテスタントのメソジスト宗派である。
228,United_Methodist_Church,1,19世紀におけるその主要な前任者はEvangelicalismにおける主導者であった。
229,United_Methodist_Church,1,合同メソジスト教会は1968年に、the union of the Methodist Church（USA）とthe Evangelical United Brethren Churchの連合により設立され、イギリスにおけるJohn and Charles Wesleyの復興運動とアメリカにおけるthe Great Awakeningにルーツがある。
230,United_Methodist_Church,1,そのため、その協会の神学的な起源は明らかにWesleyanにある。
231,United_Methodist_Church,1,それは典礼と福音主義の両方の要素を包含する。
232,French_and_Indian_War,1,フレンチ・インディアン戦争 (1754–1763) は全世界規模の7年戦争の北アメリカ戦域であった。
233,French_and_Indian_War,1,その戦争はBritish AmericaとNew Franceの植民地の間で戦われ、どちらの側も、親国とNative Americanの同盟からの軍事的な支援を受けた。
234,French_and_Indian_War,1,"その戦争の開始時点では、フランスの北米植民地は約60,000人のヨーロッパ人の定住者がいた一方、イギリスの北米植民地は200万人の定住者がいた。"
235,French_and_Indian_War,1,劣勢のフランス人たちは特にインディアン達に依存している。
236,French_and_Indian_War,1,紛争が長引き、主要都市国家はそれぞれ互いに1756年に宣戦布告をし、その戦争は地域的な問題から国際的な紛争にエスカレートした。
237,Force,1,古代の哲学者は、力という概念を、定常状態かつ動く物体および単純な機械の研究において用いていたが、AristotleやArchimedesのような思想家は力の力の理解における根本的な誤りを保った。
238,Force,1,部分的にはこれは、時として明確ではない摩擦力の不完全な理解と、自然の運動の本質への結果的に不完全な見方が原因であった。
239,Force,1,根本的な誤りとは、力とは一定速度の動により保持されるものであるという信念である。
240,Force,1,運動と力についての過去の誤解のほとんどは、Galileo GalileiとSir Isaac Newtonにより最終的に訂正された。
241,Force,1,Sir Isaac Newtonは数学的な視点に基づいて運動法則を定式化し、これは300年近く改良されていない。
242,Force,1,20世紀初めまでに、Einsteinは力の物体に対する動作を光速ほどまで加速するモーメント共に正しく予測する相対性理論を開発し、また重力と慣性により生み出された力に対する洞察を提供した。
